ID,order_key,part_supply_ID,line_number,quantity,extended_price,discount,tax,return_flag,line_status,ship_date,commitment_date,receipt_date,ship_instructions,ship_mode,comments
1787,762,87,1,5,25.44,0.11,2.54,Y,Pending,2023-04-26,2023-11-01,2023-06-25,Himself very far although opportunity.,Air,Hit day family plan safe.
1788,131,22,5,6,90.07,0.06,6.15,Y,Pending,2024-01-30,2023-04-26,2023-06-09,Successful type woman raise.,Air,Relationship attorney hear.
1789,715,131,4,2,83.54,0.19,8.76,N,Shipped,2023-10-15,2023-12-29,2023-02-19,Set although matter perhaps south.,Sea,Direction age sea figure other also.
1790,328,58,4,7,11.87,0.3,5.32,N,Pending,2023-06-04,2023-09-29,2023-10-24,Simple bring opportunity four final.,Sea,Issue important affect ever.
1791,436,59,1,6,69.15,0.43,3.82,N,Pending,2023-04-26,2023-09-24,2023-10-09,Read expect station for.,Land,Recently shoulder public performance reality weight.
1792,725,22,5,1,64.39,0.18,4.41,Y,Shipped,2023-05-13,2023-02-20,2023-07-26,Term couple success themselves west popular hit.,Land,Until soon room great any national forward after.
1793,253,42,5,2,59.09,0.18,9.43,Y,Pending,2023-05-28,2023-06-09,2023-10-12,Station increase interesting prevent indicate.,Land,Like someone available alone history specific source.
1794,486,155,3,10,50.92,0.38,9.05,N,Shipped,2023-04-21,2023-06-22,2023-04-07,Picture their for off attorney candidate.,Air,Fine prepare herself media sister short everybody.
1795,65,64,3,5,17.74,0.36,9.41,Y,Pending,2023-09-15,2023-12-20,2023-08-11,Probably investment doctor guy pressure bad rule.,Sea,Modern paper only shoulder control book station.
1796,435,64,4,9,27.52,0.39,5.2,Y,Shipped,2023-05-31,2023-12-11,2023-11-26,Family federal girl able through bit risk.,Air,Evening whose else control experience right tend.
1797,689,33,4,2,90.44,0.09,6.71,Y,Pending,2023-09-08,2023-06-17,2023-11-15,Next newspaper by walk these.,Sea,Memory toward measure information into.
1798,356,115,1,4,65.88,0.07,5.93,Y,Pending,2023-07-12,2023-06-05,2023-12-20,Ahead sell agent strategy thus serious.,Air,Resource evening left area likely save some edge.
1799,616,150,3,8,33.25,0.29,7.92,Y,Pending,2023-02-28,2023-08-21,2023-09-24,Decide take short staff.,Land,Fire traditional rich suffer.
1800,165,136,3,3,36.31,0.44,5.85,Y,Pending,2023-12-24,2023-07-20,2023-10-02,Whom sometimes debate reduce no to enjoy.,Air,Happen similar tell week.
1801,441,196,4,8,86.92,0.16,2.59,N,Pending,2023-06-24,2023-05-02,2024-02-12,Before then lot tough chance while character.,Air,First including amount and travel measure.
1802,536,3,5,2,96.72,0.24,6.67,N,Shipped,2024-02-13,2024-01-02,2023-12-16,Wall close later very way catch TV.,Air,Sign law major continue for attack.
1803,45,109,2,3,45.66,0.19,7.05,Y,Shipped,2023-12-19,2023-11-29,2024-02-03,Ahead up live maintain personal low.,Land,Try live write.
1804,677,103,1,2,10.31,0.38,4.41,N,Pending,2023-12-01,2023-08-16,2023-12-31,Get notice week maintain including charge evidence hair.,Sea,Challenge billion seat fire program man same.
1805,607,132,4,10,39.78,0.0,1.26,Y,Pending,2023-08-19,2024-01-03,2023-03-01,During share throw lead product specific else care.,Sea,Past church beat budget.
1806,737,35,2,4,21.14,0.1,8.33,N,Pending,2023-03-21,2023-06-08,2023-02-24,Anything somebody strong how method service catch.,Land,Pull during word one reason cost.
1807,852,27,2,8,36.49,0.47,8.88,Y,Shipped,2023-08-25,2023-09-19,2024-02-11,Could nearly million line.,Air,Room seat senior war same respond scientist.
1808,785,74,2,2,94.86,0.16,5.06,Y,Pending,2023-02-23,2023-07-03,2023-06-17,Around our leg while attack wind.,Air,Alone prove mouth always computer.
1809,954,85,3,2,90.14,0.19,9.39,Y,Pending,2024-01-19,2023-12-30,2023-05-14,Edge country within cost value.,Sea,Reduce never glass resource national.
1810,778,99,3,5,66.6,0.44,5.5,N,Pending,2023-03-21,2024-01-04,2023-09-10,Learn provide without majority section growth.,Air,Recently sister party board.
1811,430,188,1,3,81.35,0.08,2.8,N,Pending,2024-01-07,2023-07-17,2023-02-16,Bring term raise state stuff religious lawyer main.,Land,Point office like two bar finish order.
1812,902,130,1,5,42.07,0.44,3.1,N,Shipped,2024-02-07,2023-10-07,2023-08-04,Evidence between language least with those ok.,Air,Almost few blood meeting end federal.
1813,735,171,3,5,99.18,0.09,2.42,N,Pending,2024-01-30,2023-10-26,2023-02-25,Administration ever course usually company.,Sea,Benefit life organization production assume PM.
1814,775,147,3,8,95.02,0.45,5.31,N,Pending,2023-05-08,2023-09-19,2023-05-16,Above when for full within.,Land,Establish study score.
1815,665,162,1,4,30.03,0.18,9.88,N,Pending,2023-08-23,2024-01-20,2023-06-11,Discover discussion civil lawyer arrive health.,Sea,Tonight world himself in short even move.
1816,327,128,3,1,64.0,0.09,1.46,Y,Shipped,2023-06-09,2023-10-29,2023-05-13,Note would value example.,Sea,Green camera performance decide.
1817,483,81,1,2,31.54,0.12,8.76,Y,Pending,2023-04-11,2023-04-14,2023-12-11,Theory reality tree.,Land,Food world strong write hotel share someone.
1818,265,146,1,3,17.25,0.06,9.94,Y,Shipped,2023-10-23,2023-10-29,2023-08-28,Democratic whom discussion read detail heart.,Sea,Seat during represent seat father.
1819,789,144,2,1,93.69,0.45,5.91,Y,Shipped,2023-05-23,2023-06-27,2023-04-29,Manager represent include speak.,Land,Bar involve music first garden add.
1820,51,58,5,9,81.44,0.28,6.23,Y,Shipped,2023-08-22,2023-06-06,2023-10-24,Sell window bank few care president.,Land,Wall consider material improve present some will.
1821,543,170,1,7,73.56,0.16,5.67,N,Pending,2023-09-10,2023-11-06,2023-12-18,Remain because white top process.,Sea,Half white life protect.
1822,520,20,5,6,84.8,0.19,1.96,Y,Shipped,2023-09-24,2023-06-20,2023-06-28,North their bring.,Air,Likely find live yes.
1823,962,196,1,5,30.52,0.28,3.58,N,Shipped,2023-08-06,2023-04-24,2023-04-22,Physical give coach foreign brother.,Land,No contain machine respond identify.
1824,441,127,2,3,79.79,0.0,1.87,N,Shipped,2023-09-09,2023-08-20,2023-11-01,Early like business wind significant indeed.,Land,Simple particular boy north note.
1825,726,86,5,2,35.37,0.01,4.77,N,Shipped,2023-04-12,2023-06-26,2024-01-02,Mother discuss store response evidence meet north state.,Air,Effect soon show story term nor require.
1826,843,133,3,2,88.15,0.44,3.95,N,Pending,2023-02-13,2023-04-23,2023-04-25,Edge way like operation say early agreement.,Sea,Film most forget third artist support stop.
1827,446,25,3,1,30.15,0.44,6.52,N,Shipped,2023-10-20,2023-06-05,2023-04-08,Help mention or figure.,Sea,Quality record morning.
1828,923,114,2,3,17.65,0.02,3.38,N,Pending,2023-12-11,2023-04-28,2023-03-09,Firm medical performance fire increase.,Sea,Enough language allow I.
1829,18,51,3,4,77.17,0.4,2.5,Y,Shipped,2023-12-01,2023-02-26,2023-06-16,Provide attorney low soon no school.,Air,Team leave include avoid nice.
1830,214,12,1,8,91.94,0.04,5.91,N,Shipped,2023-10-10,2023-12-23,2023-08-20,Thing child home major set medical early.,Sea,Wife with research voice.
1831,755,126,4,3,25.99,0.47,7.09,Y,Shipped,2023-02-18,2023-08-24,2023-06-06,Accept generation tax myself rule phone night spring.,Sea,Beyond all take executive.
1832,411,73,5,8,57.75,0.34,1.86,Y,Shipped,2023-10-29,2023-02-23,2024-01-16,Point parent next near idea stand drive number.,Land,Very most site leave.
1833,608,188,2,2,61.14,0.33,8.94,Y,Shipped,2023-12-15,2023-11-20,2023-04-16,Near say both despite.,Air,History only a likely degree.
1834,737,141,4,8,74.45,0.29,2.72,Y,Pending,2023-04-04,2023-03-27,2023-08-02,Real decade argue involve trouble use myself.,Land,Inside build start me.
1835,346,187,5,10,18.86,0.28,2.13,Y,Pending,2023-06-10,2023-12-17,2023-04-26,Hand perform eat pretty challenge brother.,Air,Interview stop work later hear.
1836,512,52,3,9,96.8,0.33,7.13,N,Shipped,2024-01-03,2023-05-22,2023-10-31,Position staff design study yes significant.,Land,Second anything meeting rather.
1837,33,93,5,2,43.2,0.35,6.39,N,Shipped,2023-02-19,2023-09-25,2023-05-27,Sport him especially next.,Sea,Image court there wait also response.
1838,271,45,5,3,94.68,0.04,4.88,Y,Shipped,2023-05-22,2023-12-02,2023-03-22,Party page evidence radio unit me.,Sea,No business exactly girl smile.
1839,243,179,3,2,37.77,0.14,3.32,N,Pending,2023-02-14,2023-08-17,2024-02-09,Science follow spring who require most.,Air,There he recent sound.
1840,472,22,1,6,43.28,0.06,9.47,N,Shipped,2023-05-29,2023-09-26,2023-11-06,About seven boy law resource born.,Land,Loss minute join simply responsibility assume.
1841,230,172,5,1,53.44,0.33,8.21,N,Shipped,2023-03-09,2024-01-08,2023-08-05,Call much member inside operation fine.,Land,Half real term anything stage quickly.
1842,944,143,4,3,23.98,0.23,3.21,Y,Pending,2023-09-09,2023-03-20,2023-06-29,Mean final agree loss expert goal.,Sea,Face performance single girl guess line.
1843,857,138,5,4,73.79,0.25,6.71,Y,Shipped,2024-01-20,2024-02-13,2023-06-03,Modern traditional his probably.,Sea,Side morning cut something bank how majority.
1844,392,48,2,5,43.14,0.13,2.41,Y,Shipped,2023-05-11,2023-07-28,2023-12-25,Water certainly from pull.,Land,Ok garden worry reveal exactly near modern former.
1845,344,180,5,1,72.83,0.32,9.7,N,Shipped,2023-11-02,2023-11-12,2023-06-11,Offer tend into almost color heavy.,Air,Think student represent form.
1846,750,61,1,2,81.03,0.33,9.84,N,Pending,2023-10-19,2023-08-25,2023-09-17,Four yeah generation eye bag.,Sea,Still arm player whole practice possible popular.
1847,211,156,5,5,88.86,0.23,8.74,N,Pending,2023-07-11,2023-09-01,2023-03-01,Herself take night bad source general.,Sea,Market help space responsibility treat fine ask end.
1848,162,185,2,6,79.3,0.3,5.06,N,Shipped,2023-07-20,2023-05-02,2023-08-20,Drop less day.,Land,Material Mr role follow raise number land.
1849,967,65,5,9,13.11,0.44,2.32,N,Shipped,2023-11-09,2023-03-05,2023-11-24,Away itself your level under care upon.,Land,Move many public run sea.
1850,267,14,4,10,89.63,0.05,5.14,Y,Shipped,2023-06-05,2023-07-30,2023-07-26,Open upon wall collection house detail.,Land,War about give stay upon page.
1851,799,65,5,9,64.13,0.47,1.85,N,Shipped,2023-08-10,2023-06-27,2023-06-15,Never their forget very result sister.,Land,Family nearly set happen.
1852,822,3,2,6,73.64,0.3,2.55,N,Shipped,2023-08-02,2023-12-11,2023-05-20,Wrong across usually situation east effort.,Sea,Table actually serve itself near pay decision.
1853,184,160,5,2,61.59,0.09,1.25,Y,Shipped,2023-05-16,2023-07-14,2023-12-16,Manage because west agency Mrs make offer.,Land,Idea authority member try difficult.
1854,346,5,3,9,17.01,0.41,8.38,Y,Pending,2023-04-17,2024-02-02,2023-04-29,Feel however sell.,Land,Fight green ask rich wait wear indeed.
1855,536,178,5,10,21.8,0.2,5.1,N,Pending,2023-06-19,2023-04-18,2023-06-01,Senior research husband attention method western since.,Land,Performance see party voice number you.
1856,387,135,2,10,11.62,0.1,8.68,N,Shipped,2023-05-25,2023-09-13,2023-09-08,Opportunity letter speech.,Air,Case ask star especially window serve.
1857,354,94,4,5,39.04,0.04,7.85,N,Pending,2023-12-29,2023-09-09,2023-03-03,Detail will culture eat difference pattern.,Air,Fight ground option perhaps.
1858,658,61,2,1,40.82,0.49,4.16,Y,Pending,2023-07-15,2023-04-11,2023-12-07,Become eight stage go play draw game between.,Sea,Call unit dream consider other put.
1859,3,126,2,2,79.59,0.06,8.22,N,Shipped,2023-04-08,2023-09-28,2023-09-28,Early condition like see wish laugh.,Sea,Establish rather success eat.
1860,695,87,5,10,52.68,0.33,9.29,N,Shipped,2023-08-02,2023-08-01,2023-12-11,Fill rock special.,Land,Note specific the her consumer together hand rate.
1861,57,58,2,10,44.13,0.07,7.21,Y,Shipped,2023-07-29,2023-11-24,2023-05-21,Happen manager along ground center let.,Land,Simply to we story sell national.
1862,893,138,1,8,43.98,0.08,6.43,Y,Pending,2023-08-18,2023-08-11,2023-09-01,Night staff outside behavior give mother.,Air,Speech finally action like owner early finally.
1863,784,162,5,1,82.26,0.3,9.76,N,Pending,2023-04-13,2023-09-01,2023-10-22,Why true woman.,Air,Store anyone catch.
1864,553,72,3,9,53.72,0.31,1.56,Y,Shipped,2023-12-23,2023-03-21,2023-04-16,Upon any win federal fish project.,Sea,Cause whose water moment room future number.
1865,983,66,1,1,69.29,0.16,8.89,Y,Pending,2023-05-18,2023-09-17,2023-11-01,Expect piece movie doctor.,Sea,Avoid bar program sure the force strong plant.
1866,855,118,5,10,58.26,0.3,6.45,Y,Pending,2023-11-02,2023-05-14,2023-02-24,Heavy under north five war far material smile.,Land,Campaign growth strong live manage.
1867,797,108,4,5,90.46,0.49,2.07,N,Shipped,2023-10-18,2024-02-04,2023-06-30,Experience network each late tax face.,Sea,Most surface Mrs bed.
1868,748,171,4,5,30.1,0.04,3.99,Y,Pending,2024-02-08,2023-09-30,2023-10-13,Thus one before necessary.,Land,Offer away sometimes hard staff range.
1869,797,184,1,7,53.25,0.35,3.07,N,Pending,2023-03-06,2023-10-05,2023-05-07,Event my measure cold create blue mouth.,Air,Play agree physical through brother.
1870,935,200,4,9,10.34,0.48,7.8,N,Shipped,2023-07-30,2023-04-27,2023-11-15,Responsibility and woman never their cost.,Air,As begin body.
1871,948,183,5,6,62.65,0.37,4.09,Y,Shipped,2023-10-15,2023-02-13,2023-06-19,Bad I local most.,Sea,Beat indeed car some into.
1872,785,73,2,8,53.97,0.43,1.32,Y,Shipped,2024-01-27,2023-05-07,2023-02-27,Weight term would reach.,Sea,Gun participant condition father.
1873,439,70,4,3,72.4,0.03,6.58,Y,Pending,2024-01-18,2023-12-18,2024-01-07,Customer himself become out example.,Air,Poor language edge fine.
1874,523,177,1,4,86.85,0.21,6.95,N,Pending,2023-10-12,2023-12-24,2023-03-04,Whom week history ok itself.,Sea,Store interesting although woman film yes.
1875,749,183,4,9,70.82,0.27,8.7,N,Shipped,2023-11-01,2023-03-20,2023-05-23,Whatever answer card read.,Sea,Sound success down effect attorney.
1876,255,155,3,5,71.35,0.37,5.78,N,Shipped,2023-05-12,2023-08-18,2024-01-26,Thousand create new should fish.,Land,Use gun statement then fund.
1877,615,189,2,7,58.36,0.22,5.35,Y,Shipped,2023-05-05,2023-09-07,2023-07-23,Well seven difficult.,Sea,Guess thousand run resource window deal.
1878,250,70,4,4,76.03,0.21,2.36,N,Shipped,2023-08-05,2023-07-05,2023-07-29,Certainly just federal college three entire.,Land,Money another summer international half blood.
1879,47,199,1,9,73.64,0.44,4.12,Y,Shipped,2024-01-31,2023-11-23,2023-07-29,Difference standard sit save piece south.,Sea,Family nation beautiful medical however.
1880,655,75,4,4,31.64,0.32,6.44,Y,Shipped,2023-07-26,2023-10-23,2023-07-11,Expect example positive least story feeling artist.,Land,Off radio senior could send risk.
1881,491,104,5,5,81.23,0.31,6.6,Y,Pending,2023-11-11,2023-09-07,2023-12-19,Apply analysis a human religious develop half.,Sea,Visit glass half man major.
1882,523,119,5,8,28.64,0.09,6.69,N,Shipped,2023-11-24,2023-09-03,2023-07-25,Movie road language describe away.,Sea,Yeah or wide performance stuff.
1883,895,152,3,3,98.99,0.07,6.38,N,Shipped,2023-12-16,2024-01-17,2023-12-27,Television security ahead write three.,Land,Discuss sell employee necessary.
1884,149,29,2,7,94.29,0.44,8.51,N,Shipped,2023-10-24,2023-07-23,2023-04-16,Time road us network me analysis need.,Land,Hand machine name.
1885,548,78,2,8,94.87,0.44,4.32,Y,Pending,2023-07-25,2023-07-17,2023-03-26,Party seven pick billion relationship traditional.,Air,Recently than story former market myself.
1886,851,50,5,2,10.86,0.1,2.64,Y,Shipped,2023-12-02,2023-07-07,2023-06-03,Candidate organization should item.,Land,Threat staff film because civil action.
1887,630,1,4,4,68.24,0.42,3.54,N,Shipped,2024-02-11,2023-04-02,2023-10-14,Yeah adult possible rich.,Air,Compare resource tend home.
1888,68,187,5,8,97.18,0.4,3.24,Y,Shipped,2023-12-08,2023-04-16,2023-11-11,Training Mrs table bill.,Sea,Big sound seven six land.
1889,199,83,1,7,90.79,0.0,5.28,Y,Shipped,2023-08-16,2023-12-12,2023-11-29,Environment sister ground executive.,Air,Or every discuss development that.
1890,42,81,3,2,42.04,0.43,4.65,Y,Pending,2023-07-21,2023-09-30,2023-12-28,Various campaign dog these.,Air,Available computer positive.
1891,711,68,4,1,27.98,0.23,4.24,Y,Pending,2023-04-12,2023-07-15,2023-07-07,Hand another suddenly spring.,Sea,Outside full article scene people.
1892,59,62,3,9,98.45,0.0,9.5,Y,Shipped,2023-07-22,2023-07-02,2023-06-26,Age card whom finish can green six.,Air,Hour blue decision agency rock event manage.
1893,673,155,3,2,37.15,0.1,2.49,N,Pending,2024-01-09,2023-06-03,2024-01-09,Fire thought beautiful art.,Air,Security while recent speech think turn instead.
1894,555,57,1,3,85.3,0.06,6.76,N,Shipped,2024-01-28,2023-08-01,2023-05-30,Someone great heart have rule ready.,Land,Seat sense second bank.
1895,406,63,3,4,73.75,0.12,6.38,N,Shipped,2023-02-23,2023-04-24,2023-08-17,Wall fast perform single toward possible.,Sea,Account once myself account.
1896,371,145,2,4,59.46,0.07,5.58,N,Shipped,2023-06-01,2023-08-09,2024-01-19,Break allow cell wait go about it contain.,Land,Stuff treatment ready.
1897,943,136,1,4,12.87,0.13,9.69,N,Shipped,2023-08-03,2023-10-04,2023-03-28,Another item write piece moment keep.,Air,Never sell agreement live win fly.
1898,746,182,5,2,14.99,0.21,9.85,N,Pending,2023-07-23,2023-07-29,2023-03-25,Necessary my certainly only.,Sea,Truth best act management.
1899,656,19,2,6,24.43,0.06,9.12,N,Shipped,2023-11-13,2023-03-15,2023-07-08,End artist nation ground.,Air,Pick often sell foreign grow number.
1900,320,7,5,1,22.31,0.37,3.7,Y,Pending,2023-05-02,2024-01-27,2023-02-28,Where various seven service require someone.,Air,Couple benefit team create TV yourself.
1901,608,93,4,9,24.77,0.14,8.56,N,Shipped,2023-12-15,2023-11-23,2023-09-13,Source early building treatment.,Air,Music should enough building.
1902,960,101,2,3,87.06,0.35,3.7,Y,Shipped,2023-07-26,2023-08-05,2023-12-02,Staff your eight where something provide.,Land,Trouble American Republican show summer visit.
